fecha	valor	variacion
1992-01-31	0.991	NA
1992-02-28	0.991	0
1992-03-31	0.993	0.0020181634712410634
1992-04-30	0.991	-0.002014098690835908
1992-05-29	0.991	0
1992-06-30	0.991	0
1992-07-31	0.991	0
1992-08-31	0.991	0
1992-09-30	0.9913	3.027245206861373e-4
1992-10-30	0.991	-3.026329062846278e-4
1992-11-30	0.992	0.0010090817356205317
1992-12-30	0.999	0.007056451612903247
1993-01-29	0.9998	8.00800800800916e-4
1993-02-26	1	2.000400080015563e-4
1993-03-31	1	0
1993-04-30	0.999	-0.0010000000000000009
1993-05-31	1	0.0010010010010010895
1993-06-30	0.999	-0.0010000000000000009
1993-07-30	0.9992	2.0020020020017348e-4
1993-08-31	1	8.006405124099114e-4
1993-09-30	1	0
1993-10-29	0.9998	-1.9999999999997797e-4
1993-11-30	0.999	-8.001600320064473e-4
1993-12-30	0.999	0
1994-01-31	0.999	0
1994-02-28	1	0.0010010010010010895
1994-03-30	1	0
1994-04-29	0.999	-0.0010000000000000009
1994-05-31	0.999	0
1994-06-30	0.999	0
1994-07-29	0.999	0
1994-08-31	1	0.0010010010010010895
1994-09-30	1	0
1994-10-31	1	0
1994-11-30	0.9992	-8.000000000000229e-4
1994-12-29	1	8.006405124099114e-4
1995-01-31	1	0
1995-02-28	1	0
1995-03-31	1	0
1995-04-28	1	0
1995-05-31	1	0
1995-06-30	1	0
1995-07-31	1	0
1995-08-31	1	0
1995-09-29	1	0
1995-10-31	1	0
1995-11-30	1	0
1995-12-28	1	0
1996-01-31	1	0
1996-02-29	1	0
1996-03-29	1	0
1996-04-30	1	0
1996-05-31	1	0
1996-06-28	1	0
1996-07-31	1	0
1996-08-30	1	0
1996-09-30	1	0
1996-10-31	1	0
1996-11-29	1	0
1996-12-30	1	0
1997-01-31	1	0
1997-02-28	1	0
1997-03-31	1	0
1997-04-30	1	0
1997-05-30	1	0
1997-06-30	1	0
1997-07-31	1	0
1997-08-29	1	0
1997-09-30	1	0
1997-10-31	1	0
1997-11-28	1	0
1997-12-30	1	0
1998-01-30	1	0
1998-02-27	1	0
1998-03-31	1	0
1998-04-30	1	0
1998-05-29	1	0
1998-06-30	1	0
1998-07-31	1	0
1998-08-31	1	0
1998-09-30	1	0
1998-10-30	1	0
1998-11-30	1	0
1998-12-30	1	0
1999-01-28	1	0
1999-02-26	1	0
1999-03-31	1	0
1999-04-30	1	0
1999-05-31	1	0
1999-06-30	1	0
1999-07-30	1	0
1999-08-31	1	0
1999-09-30	1	0
1999-10-28	1	0
1999-11-30	1	0
1999-12-30	1	0
2000-01-29	1	0
2000-02-29	1	0
2000-03-31	1	0
2000-04-28	1	0
2000-05-31	1	0
2000-06-30	1	0
2000-07-31	1	0
2000-08-31	1	0
2000-09-29	1	0
2000-10-31	1	0
2000-11-30	1	0
2000-12-29	1	0
2001-01-31	1	0
2001-02-28	1	0
2001-03-30	1	0
2001-04-30	1	0
2001-05-31	1	0
2001-06-29	1	0
2001-07-31	1	0
2001-08-31	1	0
2001-09-28	1	0
2001-10-31	1	0
2001-11-29	1	0
2001-12-20	1	0
2002-01-31	2.05	1.0499999999999998
2002-02-28	2.15	0.04878048780487809
2002-03-27	3	0.39534883720930236
2002-04-30	2.98	-0.00666666666666671
2002-05-31	3.6	0.20805369127516782
2002-06-28	3.8	0.05555555555555558
2002-07-31	3.7	-0.02631578947368407
2002-08-30	3.63	-0.018918918918918948
2002-09-30	3.75	0.03305785123966953
2002-10-31	3.52	-0.06133333333333335
2002-11-29	3.64	0.03409090909090917
2002-12-31	3.37	-0.07417582417582413
2003-01-31	3.21	-0.04747774480712175
2003-02-28	3.19	-0.006230529595015577
2003-03-28	2.98	-0.0658307210031348
2003-04-30	2.82	-0.05369127516778527
2003-05-30	2.85	0.010638297872340496
2003-06-30	2.8	-0.01754385964912286
2003-07-31	2.92	0.04285714285714293
2003-08-29	2.956	0.012328767123287676
2003-09-30	2.915	-0.013870094722598036
2003-10-31	2.865	-0.01715265866209259
2003-11-28	2.99	0.04363001745200701
2003-12-31	2.93	-0.02006688963210701
2004-01-30	2.928	-6.825938566553669e-4
2004-02-27	2.923	-0.0017076502732240595
2004-03-31	2.86	-0.02155319876838868
2004-04-30	2.84	-0.006993006993006978
2004-05-31	2.96	0.04225352112676051
2004-06-30	2.958	-6.756756756756133e-4
2004-07-30	2.98	0.007437457741717335
2004-08-31	2.997	0.005704697986577134
2004-09-30	2.981	-0.005338672005338663
2004-10-29	2.97	-0.0036900369003688427
2004-11-30	2.945	-0.008417508417508546
2004-12-31	2.979	0.011544991511035718
2005-01-31	2.924	-0.018462571332662048
2005-02-28	2.938	0.004787961696306464
2005-03-31	2.917	-0.007147719537100139
2005-04-29	2.91	-0.0023997257456289667
2005-05-31	2.883	-0.009278350515463996
2005-06-30	2.887	0.0013874436351022368
2005-07-29	2.861	-0.009005888465535072
2005-08-31	2.911	0.017476406850751358
2005-09-30	2.91	-3.435245620061478e-4
2005-10-31	3.002	0.03161512027491398
2005-11-30	2.966	-0.011992005329780064
2005-12-30	3.032	0.022252191503708607
2006-01-31	3.066	0.01121372031662271
2006-02-28	3.074	0.002609262883235486
2006-03-31	3.082	0.002602472348731233
2006-04-28	3.048	-0.011031797534068688
2006-05-31	3.085	0.01213910761154846
2006-06-30	3.086	3.2414910858991064e-4
2006-07-31	3.072	-0.004536616979909147
2006-08-31	3.097	0.00813802083333326
2006-09-29	3.104	0.0022602518566354757
2006-10-31	3.089	-0.0048324742268042176
2006-11-30	3.068	-0.006798316607316224
2006-12-29	3.062	-0.001955671447196994
2007-01-31	3.107	0.014696276943174436
2007-02-28	3.1	-0.0022529771483746908
2007-03-30	3.1	0
2007-04-30	3.09	-0.003225806451612967
2007-05-31	3.077	-0.004207119741100329
2007-06-29	3.093	0.00519987000324984
2007-07-31	3.121	0.009052699644358286
2007-08-31	3.156	0.011214354373598301
2007-09-28	3.15	-0.0019011406844107182
2007-10-31	3.142	-0.0025396825396825085
2007-11-30	3.145	9.548058561426043e-4
2007-12-31	3.149	0.0012718600953895987
